target,model,model_label,n,n_predictors,r2_change,withheld_pillars,reference_model,noise_share_of_change,mostly_noise,change_sd,contribution,lift_over_lagged_size,lift_over_lagged,lift_over_lagged_size_geo
median_household_income,lagged,the county's own early-vintage level,3133,1,0.10486763225227824,,,1.1176310447781836,True,4904.615207549164,,0.008391285269531812,0.0,0.04252772459579346
median_household_income,lagged_size,lagged + county size,3133,4,0.09647634698274643,,,1.1176310447781836,True,4904.615207549164,,0.0,-0.008391285269531812,0.03413643932626165
median_household_income,lagged_size_geo,lagged + size + lat/lon,3133,6,0.06233990765648478,,,1.1176310447781836,True,4904.615207549164,,-0.03413643932626165,-0.04252772459579346,0.0
median_household_income,lagged_size_emacro,lagged + size + E_macro pillars,3133,121,0.13654192465125548,,,1.1176310447781836,True,4904.615207549164,,0.040065577668509045,0.03167429239897723,0.07420201699477069
median_household_income,lagged_size_geo_emacro,lagged + size + lat/lon + E_macro pillars,3133,123,0.1329680834146182,,,1.1176310447781836,True,4904.615207549164,,0.03649173643187176,0.028100451162339946,0.0706281757581334
median_household_income,lagged_size_emacro_drop_A,"lagged + size + E_macro pillars, Source A withheld",3133,92,0.14363739562302824,A,lagged_size_emacro,1.1176310447781836,True,4904.615207549164,-0.007095470971772766,0.04716104864028181,0.03876976337075,0.08129748796654346
median_household_income,lagged_size_emacro_drop_B,"lagged + size + E_macro pillars, Source B withheld",3133,81,0.11369934633204237,B,lagged_size_emacro,1.1176310447781836,True,4904.615207549164,0.022842578319213103,0.017222999349295942,0.00883171407976413,0.05135943867555759
median_household_income,lagged_size_emacro_drop_C,"lagged + size + E_macro pillars, Source C withheld",3133,117,0.13951763436994036,C,lagged_size_emacro,1.1176310447781836,True,4904.615207549164,-0.0029757097186848824,0.04304128738719393,0.034650002117662115,0.07717772671345557
median_household_income,lagged_size_emacro_drop_D,"lagged + size + E_macro pillars, Source D withheld",3133,106,0.12797951733148583,D,lagged_size_emacro,1.1176310447781836,True,4904.615207549164,0.00856240731976965,0.031503170348739395,0.023111885079207584,0.06563960967500104
median_household_income,lagged_size_emacro_drop_E,"lagged + size + E_macro pillars, Source E withheld",3133,112,0.12702398021694283,E,lagged_size_emacro,1.1176310447781836,True,4904.615207549164,0.009517944434312642,0.030547633234196403,0.02215634796466459,0.06468407256045805
median_household_income,lagged_size_emacro_drop_F,"lagged + size + E_macro pillars, Source F withheld",3133,101,0.11638051881759526,F,lagged_size_emacro,1.1176310447781836,True,4904.615207549164,0.020161405833660218,0.019904171834848827,0.011512886565317015,0.054040611161110474
median_age,fixed_effect,intercept only (= a geographic fixed effect's prediction of change),3135,1,-0.002023318924597284,,,0.9325126658002865,True,1.8341263169115878,,-0.007232898076132144,-0.015452091675831725,-0.006091643246293299
median_age,lagged,the county's own early-vintage level,3135,1,0.013428772751234441,,,0.9325126658002865,True,1.8341263169115878,,0.008219193599699581,0.0,0.009360448429538426
median_age,lagged_size,lagged + county size,3135,4,0.00520957915153486,,,0.9325126658002865,True,1.8341263169115878,,0.0,-0.008219193599699581,0.0011412548298388447
median_age,lagged_size_geo,lagged + size + lat/lon,3135,6,0.004068324321696015,,,0.9325126658002865,True,1.8341263169115878,,-0.0011412548298388447,-0.009360448429538426,0.0
median_age,lagged_size_emacro,lagged + size + E_macro pillars,3135,121,-0.06040480384886626,,,0.9325126658002865,True,1.8341263169115878,,-0.06561438300040112,-0.0738335766001007,-0.06447312817056228
